porosity,tortuosity
0.6032,1.2582652320022485
0.5864,1.5398737841545742
0.5952,1.3039177246188112
0.596,1.2039216702903233
0.5856,1.2226829407790962
0.5924,1.2364938313183238
0.596,1.1669534256503802
0.5796,1.1959944434152587
0.5964,1.2358539157179849
0.5888,1.146524525465312
0.5984,1.17079625858714
0.5976,1.2891360493186788
0.574,1.5934072183092096
0.6044,1.333290885229175
0.6192,1.3330043215043956
0.6024,1.184175507685022
0.6008,1.1151296287378276
0.6068,1.1126707161361749
0.594,1.1109914915867503
0.6016,1.050720028045685
0.6132,1.1747462173350944
0.608,1.1796385863698458
0.5988,1.1771612221377237
0.6064,1.0922031514141464
0.596,1.2920418525325523
0.6076,1.0805255540254646
0.5956,1.189789215751669
0.6088,1.219164449679347
0.6088,1.1339998927426214
0.5876,1.1168572666882484
0.6144,1.1609863537342362
0.6012,1.180607195836416
0.602,1.2952324310598924
0.5884,1.280588118462175
0.5928,1.233162758441149
0.6108,1.1268777419976297
0.578,1.4424509155073841
0.6172,1.3299192110009754
0.5956,1.536405109414386
0.582,1.2177863976844214
0.594,1.1290038636997222
0.586,1.308622669171069
0.6016,1.1560617679521492
0.5892,1.1859025262019027
0.6044,1.2179555130937765
0.6012,1.2410498823337066
0.5996,1.1739187944623835
0.602,1.1979969243005302
0.5872,1.1013793701433487
0.5972,1.1388242138605766
0.5928,1.1804949798611462
0.622,1.0901152215809415
0.6112,1.3626331117926267
0.5916,1.1603900598845562
0.6048,1.886662682733098
0.5984,1.270173715547459
0.5976,1.1404864268884447
0.6004,1.1156890261221781
0.6076,1.2008266165114894
0.6036,1.1595520231345835



