porosity,tortuosity
0.7052,1.069434578733443
0.6976,1.1025615983870563
0.7024,1.1173095640025419
0.7128,1.1065463880522333
0.6964,1.142071052740255
0.6964,1.1070163664209371
0.7036,1.0704242547474443
0.6908,1.0735805165988621
0.7112,1.178227267220639
0.6968,1.3041369200438266
0.6944,1.1326713901356817
0.7076,1.0843736429549307
0.6932,1.1071076072356603
0.7112,1.1066133975917705
0.7052,1.0823682468775433
0.7044,1.095562770168384
0.6972,1.1422633239970421
0.6908,1.1062408662671648
0.7168,1.0870343759136785
0.7084,1.0811555787568323
0.7088,1.1209588233564753
0.7112,1.1438599256724233
0.694,1.0853181041694449
0.6872,1.0913493098836613
0.6888,1.0597771759109857
0.694,1.0718533730647206
0.6952,1.0942914319103798
0.6964,1.0962395777453746
0.6804,1.1073283854265505
0.6956,1.0777707096700504
0.6808,1.0511225679508098
0.6852,1.1000604209888292
0.712,1.0663349169067735
0.7068,1.1185183778880727
0.6904,1.1574262272286704
0.71,1.1140338298339052
0.7092,1.138296963232202
0.696,1.1155545330576133
0.7044,1.111989462368656
0.6948,1.1067563196007548
0.698,1.1299466493699508
0.7088,1.0659001195957118
0.7032,1.0780090276786871
0.6904,1.1486383603785986
0.6848,1.0814278979724659
0.7108,1.0566338097504846
0.7104,1.080010629789711
0.6956,1.090610919410848
0.698,1.0767781756660462
0.6884,1.130876843804732
0.6908,1.1093327029353799
0.6828,1.102419928619493
0.6832,1.0738988967781247
0.7052,1.0759800169990479
0.6884,1.136428205661548
0.684,1.1277299659792592
0.704,1.103363330331512
0.6876,1.0917680645596513
0.7112,1.099452917293846
0.7052,1.1127311987760276
